Month,Posting Date,No Of Trans,Settlement Currency,Settlement Amount,Terminal Capability,Clearing Service,Payment Product,Fee Tier,Region,Fee %,Base,Fee Maximum,Comm. Amt,FPI,Acquirer BIN/ICA,Geographical Location,Fee No.,CardType,Region,Assessments,Service Charge,Total Fees
2/28/15,4/2/15,5,EUR,2017.9,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,5.99,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,0.87,2.25,9.11
2/28/15,5/2/15,9,EUR,-2582.39,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,-4.91,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,-3.21,4.05,-4.07
2/28/15,5/2/15,5,EUR,6600,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - EMEA,1.5,EUR 0.0000,0,99.01,  O59,424469,Sub-Regional - Foreign - EEA,9340732899,Credit,Europe,2.82,2.25,104.08
2/28/15,5/2/15,322,EUR,114610.92,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,341.08,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,48.72,144.9,534.7
2/28/15,5/2/15,6,EUR,1907.5,"""eCommerce""",Clr VISA Int.,Cl - Visa PrePaid,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,3.13,  01B,424469,Sub-Regional - Foreign - EEA,500060183,Debit,Europe,0.49,2.7,6.32
2/28/15,6/2/15,7,EUR,2343.5,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign Western,1.7,EUR 0.0000,0,39.83,  BW9,4441,Sub-Regional - Foreign Western,3198826699,Credit,Rest,15.2,3.15,58.18
2/28/15,6/2/15,2,EUR,433,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,1.31,  BU4,424469,Sub-Regional - Foreign - EEA,500047648,Credit,Europe,0.2,0.9,2.41
2/28/15,6/2/15,13,EUR,8359.43,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,24.6,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,3.57,5.85,34.02
2/28/15,6/2/15,1,EUR,120,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign Western,0.85,EUR 0.0000,0,1.02,  CE8,4441,Sub-Regional - Foreign Western,1261823699,Credit,Rest,0.86,0.45,2.33
2/28/15,6/2/15,1,EUR,-780,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-2.29,  BU4,424469,Sub-Regional - Foreign - EEA,500047648,Credit,Europe,-0.32,0.45,-2.16
2/28/15,6/2/15,7,EUR,5042.1,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,1.45,EUR 0.0000,0,73.13,  O62,424469,Sub-Regional - Foreign - EEA,9339732799,Credit,Europe,2.16,3.15,78.44
2/28/15,8/2/15,17,EUR,8554.07,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,25.05,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,3.65,7.65,36.35
2/28/15,8/2/15,22,EUR,9776.11,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,28.67,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,4.17,9.9,42.74
2/28/15,8/2/15,7,EUR,3615,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - EMEA,1.5,EUR 0.0000,0,54.25,  O59,424469,Sub-Regional - Foreign - EEA,9340732899,Credit,Europe,1.55,3.15,58.95
2/28/15,8/2/15,14,EUR,7342.1,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,13.61,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,9.24,6.3,29.15
2/28/15,8/2/15,18,EUR,9781.39,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,185.85,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,12.3,8.1,206.25
2/28/15,9/2/15,3,EUR,6874,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,11.05,  NM8,424469,Sub-Regional - Foreign - EEA,500060060,Debit,Europe,1.73,1.35,14.13
2/28/15,10/2/15,13,EUR,6245.29,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EEA,0.87,EUR 0.0000,0,54.32,  NN8,4441,Sub-Regional - Foreign - EEA,500055493,Credit,Europe,7.86,5.85,68.03
2/28/15,10/2/15,2,EUR,1459,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,2.67,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,1.86,0.9,5.43
2/28/15,10/2/15,3,EUR,4387.5,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,1.45,EUR 0.0000,0,63.61,  O62,424469,Sub-Regional - Foreign - EEA,9339732799,Credit,Europe,1.88,1.35,66.84
2/28/15,10/2/15,2,EUR,5350,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,15.55,  BU4,424469,Sub-Regional - Foreign - EEA,500047648,Credit,Europe,2.29,0.9,18.74
2/28/15,10/2/15,1,EUR,-1380,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,1.45,EUR 0.0000,0,-20.02,  O62,424469,Sub-Regional - Foreign - EEA,9339732799,Credit,Europe,-0.57,0.45,-20.14
2/28/15,2/2/15,9,EUR,5174.64,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign Western,1.7,EUR 0.0000,0,87.98,  BW9,4441,Sub-Regional - Foreign Western,3198826699,Credit,Rest,33.47,4.05,125.5
2/28/15,2/2/15,1,EUR,-450,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,1.45,EUR 0.0000,0,-6.52,  O62,424469,Sub-Regional - Foreign - EEA,9339732799,Credit,Europe,-0.18,0.45,-6.25
2/28/15,3/2/15,1,EUR,1700,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - EMEA,1.5,EUR 0.0000,0,25.49,  O59,424469,Sub-Regional - Foreign - NEEA-EEA,9340732899,Credit,Europe,0.74,0.45,26.68
2/28/15,3/2/15,10,EUR,-4307,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-12.77,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-1.82,4.5,-10.09
2/28/15,3/2/15,11,EUR,2478.5,"""eCommerce""",Clr Mastercard Int,All Services,General,Foreign - EEA,0.17,EUR 0.0250,0,4.5,  NN3,4441,Sub-Regional - Foreign - EEA,3853309999,Debit,Europe,3.14,4.95,12.59
2/28/15,3/2/15,1,EUR,110,"""eCommerce""",Clr VISA Int.,Cl - Visa VPay,Auth<4/CB,Foreign - EMEA,0.7,EUR 0.0150,0,0.79,  NW4,424469,Sub-Regional - Foreign - EEA,500060126,Credit,Europe,0.06,0.45,1.3
2/28/15,3/2/15,1,EUR,-71.88,"""eCommerce""",Clr VISA Int.,Clearing - Vs Elect.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,-0.13,  NM8,424469,Sub-Regional - Foreign - EEA,500060069,Debit,Europe,0,0.45,0.32
2/28/15,4/2/15,19,EUR,13816.35,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,40.57,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,5.89,8.55,55.01
2/28/15,4/2/15,3,EUR,3210,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General,Foreign - EEA,1.17,EUR 0.0000,0,37.56,  BJ2,4441,Sub-Regional - Foreign - EEA,3056305499,Credit,Europe,4.05,1.35,42.96
2/28/15,4/2/15,239,EUR,100197.77,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,186.82,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,125.77,107.55,420.14
2/28/15,5/2/15,2,EUR,-655.02,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-1.96,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,-0.26,0.9,-1.32
2/28/15,5/2/15,3,EUR,2311.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EEA,0.18,EUR 0.0250,0,4.26,  BI6,4441,Sub-Regional - Foreign - EEA,500025663,Credit,Europe,2.93,1.35,8.54
2/28/15,5/2/15,2,EUR,-797.5,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,-1.5,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,-0.97,0.9,-1.57
2/28/15,5/2/15,2,EUR,-467.96,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign Western,1.7,EUR 0.0000,0,-7.96,  BW9,4441,Sub-Regional - Foreign Western,3198826699,Credit,Rest,-2.93,0.9,-9.99
2/28/15,5/2/15,15,EUR,10127.54,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,29.81,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,4.32,6.75,40.88
2/28/15,5/2/15,1,EUR,540,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General,Foreign - EEA,1.17,EUR 0.0000,0,6.32,  BJ2,4441,Sub-Regional - Foreign - EEA,3056305499,Credit,Europe,0.7,0.45,7.47
2/28/15,5/2/15,11,EUR,1832.14,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,3.61,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,2.33,4.95,10.89
2/28/15,6/2/15,269,EUR,102602.84,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,191.96,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,128.79,121.05,441.8
2/28/15,6/2/15,7,EUR,2785.33,"""eCommerce""",Clr Mastercard Int,Cl - MC Rewards,General,Foreign - EEA,0.18,EUR 0.0250,0,5.21,  BI6,4441,Sub-Regional - Foreign - EEA,500025667,Credit,Europe,3.52,3.15,11.88
2/28/15,6/2/15,2,EUR,4650,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General,Foreign - EEA,1.17,EUR 0.0000,0,54.41,  BJ2,4441,Sub-Regional - Foreign - EEA,3056305499,Credit,Europe,5.86,0.9,61.17
2/28/15,6/2/15,1,EUR,-400,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.75,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,-0.48,0.45,-0.78
2/28/15,6/2/15,4,EUR,-407.48,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-1.28,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,-0.16,1.8,0.36
2/28/15,8/2/15,10,EUR,-2023.53,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-6.01,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.85,4.5,-2.36
2/28/15,8/2/15,5,EUR,7433.05,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,21.64,  BU4,424469,Sub-Regional - Foreign - EEA,500047648,Credit,Europe,3.17,2.25,27.06
2/28/15,8/2/15,1,EUR,50,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,0,EUR 0.6000,0,0.6,  P72,424469,Sub-Regional - Foreign - EEA,9987422799,Debit,Europe,0.03,0.45,1.08
2/28/15,8/2/15,1,EUR,-860,"""eCommerce""",Clr Mastercard Int,All Services,General,Foreign - EEA,0.17,EUR 0.0250,0,-1.49,  NN3,4441,Sub-Regional - Foreign - EEA,3853309999,Debit,Europe,-1.05,0.45,-2.09
2/28/15,8/2/15,2,EUR,240,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.15,EUR 0.0200,0,0.37,  72W,424469,Sub-Regional - Foreign - NEEA-EEA,500066348,Credit,Europe,0.12,0.9,1.39
2/28/15,10/2/15,2,EUR,-361.04,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - EEA,1.65,EUR 0.0000,0,-5.95,  BM4,4441,Sub-Regional - Foreign - EEA,3110863199,Credit,Europe,-0.43,0.9,-5.48
2/28/15,10/2/15,134,EUR,45610.49,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,74.84,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,11.42,60.3,146.56
2/28/15,10/2/15,10,EUR,-1810.85,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-5.38,  BU4,424469,Sub-Regional - Foreign - EEA,500047639,Credit,Europe,-0.75,4.5,-1.63
2/28/15,9/2/15,1,EUR,-180,"""eCommerce""",Clr Mastercard Int,All Services,General,Foreign - EEA,0.17,EUR 0.0250,0,-0.34,  NN3,4441,Sub-Regional - Foreign - EEA,3853309999,Debit,Europe,-0.2,0.45,-0.09
2/28/15,9/2/15,18,EUR,10396.21,"""eCommerce""",Clr Mastercard Int,Cl - EC Corp,General,Foreign - EEA,1.9,EUR 0.0000,0,197.53,  BJ8,4441,Sub-Regional - Foreign - EEA,3087861699,Credit,Europe,13.07,8.1,218.7
2/28/15,9/2/15,10,EUR,1781.5,"""eCommerce""",Clr VISA Int.,Clearing - Vs Elect.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,3,  NM8,424469,Sub-Regional - Foreign - EEA,500060069,Debit,Europe,0.46,4.5,7.96
2/28/15,9/2/15,10,EUR,11767.75,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,34.29,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,5.02,4.5,43.81
2/28/15,10/2/15,7,EUR,3204.25,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,9.41,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,1.38,3.15,13.94
2/28/15,11/2/15,2,EUR,-348.03,"""eCommerce""",Clr VISA Int.,Cl - Visa PrePaid,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,-0.59,  01B,424469,Sub-Regional - Foreign - EEA,500060183,Debit,Europe,-0.07,0.9,0.24
2/28/15,11/2/15,1,EUR,6742.86,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Purch,General,Foreign - EEA,1.65,EUR 0.0000,0,111.26,  BL1,4441,Sub-Regional - Foreign - EEA,3098863299,Credit,Europe,8.49,0.45,120.2
2/28/15,11/2/15,14,EUR,7370.5,"""eCommerce""",Clr Mastercard Int,All Services,General,Foreign - EEA,0.17,EUR 0.0250,0,12.89,  NN3,4441,Sub-Regional - Foreign - EEA,3853309999,Debit,Europe,9.28,6.3,28.47
2/28/15,11/2/15,12,EUR,3351,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,6.36,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,4.23,5.4,15.99
2/28/15,11/2/15,12,EUR,6247.29,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EEA,0.87,EUR 0.0000,0,54.36,  NN8,4441,Sub-Regional - Foreign - EEA,500055493,Credit,Europe,7.87,5.4,67.63
2/28/15,11/2/15,4,EUR,1005.72,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,1.45,EUR 0.0000,0,14.58,  O62,424469,Sub-Regional - Foreign - EEA,9339732799,Credit,Europe,0.44,1.8,16.82
2/28/15,11/2/15,284,EUR,102926.49,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,193.07,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,129.2,127.8,450.07
2/28/15,12/2/15,1,EUR,112.5,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,0.34,  BU1,424469,Sub-Regional - Foreign - EEA,500047584,Credit,Europe,0.06,0.45,0.85
2/28/15,12/2/15,12,EUR,1876.5,"""eCommerce""",Clr VISA Int.,Clearing - Vs Elect.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,3.17,  NM8,424469,Sub-Regional - Foreign - EEA,500060069,Debit,Europe,0.48,5.4,9.05
2/28/15,12/2/15,8,EUR,3499.79,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign Western,1.7,EUR 0.0000,0,59.5,  BW9,4441,Sub-Regional - Foreign Western,3198826699,Credit,Rest,22.66,3.6,85.76
2/28/15,13/02/2015,12,EUR,1825.72,"""eCommerce""",Clr VISA Int.,Clearing - Vs Elect.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,3.08,  NM8,424469,Sub-Regional - Foreign - EEA,500060069,Debit,Europe,0.47,5.4,8.95
2/28/15,13/02/2015,2,EUR,461,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - EMEA,1.5,EUR 0.0000,0,6.91,  O59,424469,Sub-Regional - Foreign - EEA,9340732899,Credit,Europe,0.21,0.9,8.02
2/28/15,13/02/2015,4,EUR,5016.43,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,14.59,  BU4,424469,Sub-Regional - Foreign - EEA,500047648,Credit,Europe,2.15,1.8,18.54
2/28/15,13/02/2015,16,EUR,4100.3,"""eCommerce""",Clr Mastercard Int,All Services,General,Foreign - EEA,0.17,EUR 0.0250,0,7.37,  NN3,4441,Sub-Regional - Foreign - EEA,3853309999,Debit,Europe,5.17,7.2,19.74
2/28/15,13/02/2015,13,EUR,12781.66,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - NEEA-EEA,0.29,EUR 0.0200,0,37.23,  59W,424469,Sub-Regional - Foreign - NEEA-EEA,500066001,Credit,Europe,5.45,5.85,48.53
2/28/15,15/02/2015,6,EUR,4509.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - EEA,1.65,EUR 0.0000,0,74.39,  BM4,4441,Sub-Regional - Foreign - EEA,3110863199,Credit,Europe,5.69,2.7,82.78
2/28/15,15/02/2015,483,EUR,184480.27,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EEA,0.18,EUR 0.0250,0,345.44,  BI6,4441,Sub-Regional - Foreign - EEA,500025660,Credit,Europe,231.55,217.35,794.34
2/28/15,15/02/2015,12,EUR,3248,"""eCommerce""",Clr VISA Int.,Clearing - Vs Elect.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,5.37,  NM8,424469,Sub-Regional - Foreign - EEA,500060069,Debit,Europe,0.83,5.4,11.6
2/28/15,16/02/2015,11,EUR,11699.54,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign Western,1.7,EUR 0.0000,0,198.86,  BW9,4441,Sub-Regional - Foreign Western,3198826699,Credit,Rest,75.56,4.95,279.37
2/28/15,16/02/2015,138,EUR,55635.81,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,90.96,  NM8,424469,Sub-Regional - Foreign - EEA,500060079,Debit,Europe,13.92,62.1,166.98
2/28/15,16/02/2015,11,EUR,3962.37,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - EEA,1.65,EUR 0.0000,0,65.4,  BM4,4441,Sub-Regional - Foreign - EEA,3110863199,Credit,Europe,5,4.95,75.35
2/28/15,17/02/2015,2,EUR,1122.86,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - EEA,1.65,EUR 0.0000,0,18.53,  BM4,4441,Sub-Regional - Foreign - EEA,3110863199,Credit,Europe,1.44,0.9,20.87
2/28/15,17/02/2015,1,EUR,-260,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - EMEA,1.45,EUR 0.0000,0,-3.77,  O62,424469,Sub-Regional - Foreign - EEA,9339732799,Credit,Europe,-0.1,0.45,-3.42
2/28/15,17/02/2015,1,EUR,-501.18,"""eCommerce""",Clr VISA Int.,Cl - Visa PrePaid,Auth<4/CVV2/CNP,Foreign - EMEA,0.16,EUR 0.0150,0,-0.81,  01B,424469,Sub-Regional - Foreign - EEA,500060183,Debit,Europe,-0.11,0.45,-0.47
2/28/15,18/02/2015,24,EUR,9513.65,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,27.96,  BU4,424469,Sub-Regional - Foreign - EEA,500047631,Credit,Europe,4.06,10.8,42.82
2/28/15,18/02/2015,1,EUR,-100,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,Auth<4/CVV2/CNP,Foreign - EMEA,0.29,EUR 0.0200,0,-0.3,  BU4,424469,Sub-Regional - Foreign - EEA,500047648,Credit,Europe,-0.03,0.45,0.12
2/28/15,18/02/2015,1,EUR,-500,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - EEA,0.18,EUR 0.0250,0,-0.93,  CC5,4441,Sub-Regional - Foreign - EEA,500026198,Credit,Europe,-0.6,0.45,-1.08
2/28/15,18/02/2015,4,EUR,3154,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - EEA,1.65,EUR 0.0000,0,52.05,  BM4,4441,Sub-Regional - Foreign - EEA,3110863199,Credit,Europe,3.98,1.8,57.83
2/28/15,19/02/2015,1,EUR,-200,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - EEA,1.65,EUR 0.0000,0,-3.31,  BM4,4441,Sub-Regional - Foreign - EEA,3110863199,Credit,Europe,-0.22,0.45,-3.08
2/28/15,23/02/2015,2,EUR,1302.7,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EURO,1.9,EUR 0.0000,0,24.75,  87C,4441,Intra-Regional - Foreign - EURO,5930156799,Credit,Rest,1.66,0.9,27.31
2/28/15,23/02/2015,1,EUR,8662.5,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EURO,2,EUR 0.0000,0,173.25,  L36,4441,Intra-Regional - Foreign - EURO,9243156699,Credit,Rest,10.9,0.45,184.6
2/28/15,24/02/2015,3,EUR,1474.29,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EURO,2,EUR 0.0000,0,29.49,  L36,4441,Intra-Regional - Foreign - EURO,9243156699,Credit,Rest,1.88,1.35,32.72
2/28/15,4/2/15,2,EUR,1406.25,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EURO,1.64,EUR 0.0000,0,23.07,  E12,4441,Intra-Regional - Foreign - EURO,9018150699,Credit,Rest,1.79,0.9,25.76
2/28/15,9/2/15,1,EUR,1142.86,"""eCommerce""",Clr Mastercard Int,Cl - MC Gold,General,Foreign - EURO,1.73,EUR 0.0000,0,19.78,  82C,4441,Intra-Regional - Foreign - EURO,5925157299,Credit,Rest,1.46,0.45,21.69
2/28/15,11/2/15,1,EUR,137,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EURO,1.9,EUR 0.0000,0,2.6,  87C,4441,Intra-Regional - Foreign - EURO,5930156799,Credit,Rest,0.2,0.45,3.25
2/28/15,12/2/15,1,EUR,110,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EURO,2,EUR 0.0000,0,2.2,  L36,4441,Intra-Regional - Foreign - EURO,9243156699,Credit,Rest,0.16,0.45,2.81
2/28/15,13/02/2015,1,EUR,177,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - EURO,1.9,EUR 0.0000,0,3.37,  87C,4441,Intra-Regional - Foreign - EURO,5930156799,Credit,Rest,0.25,0.45,4.07
2/28/15,19/02/2015,1,EUR,-108.2,"""eCommerce""",Clr Mastercard Int,Cl - MC Gold,General,Foreign - EURO,1.73,EUR 0.0000,0,-1.87,  82C,4441,Intra-Regional - Foreign - EURO,5925157299,Credit,Rest,-0.11,0.45,-1.53
2/28/15,22/02/2015,1,EUR,200,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - EURO,2.1,EUR 0.0000,0,4.2,  E79,4441,Intra-Regional - Foreign - EURO,500057130,Credit,Rest,0.28,0.45,4.93
2/28/15,26/02/2015,3,EUR,1123.75,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EURO,2,EUR 0.0000,0,22.49,  L36,4441,Intra-Regional - Foreign - EURO,9243156699,Credit,Rest,1.44,1.35,25.28
2/28/15,3/2/15,2,EUR,533.75,"""eCommerce""",Clr Mastercard Int,Cl - MC New World,General,Foreign - EURO,2,EUR 0.0000,0,10.68,  L36,4441,Intra-Regional - Foreign - EURO,9243156699,Credit,Rest,0.7,0.9,12.28
2/28/15,5/2/15,1,EUR,1500,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EURO,1.64,EUR 0.0000,0,24.6,  E12,4441,Intra-Regional - Foreign - EURO,9018150699,Credit,Rest,1.91,0.45,26.96
2/28/15,13/02/2015,2,EUR,599,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - EURO,1.64,EUR 0.0000,0,9.82,  E12,4441,Intra-Regional - Foreign - EURO,9018150699,Credit,Rest,0.78,0.9,11.5
