Month,Posting Date,No Of Trans,Settlement Currency,Settlement Amount,Terminal Capability,Clearing Service,Payment Product,Fee Tier,Region,Fee %,Base,Fee Maximum,Comm. Amt,FPI,Acquirer BIN/ICA,Geographical Location,Fee No.,CardType,Region,Assessments,Service Charge,Total Fees
2/28/15,11/2/15,3,GBP,1293.38,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,23.28,  ZT1,499886,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,5.66,1.14,30.08
2/28/15,11/2/15,1,GBP,1305,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,20.88,  O18,499886,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,5.71,0.38,26.97
2/28/15,11/2/15,2,GBP,-850,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-16.75,  18B,499886,Inter-Regional - Foreign - REST,5775116399,Credit,Rest,-3.61,0.76,-19.6
2/28/15,12/2/15,4,GBP,2298.14,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,41.37,  ZT1,499886,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,10,1.52,52.89
2/28/15,12/2/15,2,GBP,1650,"""eCommerce""",Clr VISA Int.,Cl - Visa Purchasing,General,Foreign - REST,2,USD 0.0000,0,33,  O64,499886,Inter-Regional - Foreign - REST,9369022999,Credit,Rest,7.2,0.76,40.96
2/28/15,12/2/15,1,GBP,350,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - MASTER,1.6,USD 0.0000,0,5.6,  E18,4441,Inter-Regional - Foreign - MASTER,9003923699,Credit,Rest,2.33,0.38,8.31
2/28/15,12/2/15,1,GBP,-75.78,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,-1.5,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,-0.42,0.38,-1.54
2/28/15,12/2/15,4,GBP,1943.4,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,34.98,  ZS9,499886,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,8.47,1.52,44.97
2/28/15,13/02/2015,5,GBP,-7230,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-115.68,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-31.21,1.9,-144.99
2/28/15,13/02/2015,2,GBP,357,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,5.71,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,2.37,0.76,8.84
2/28/15,13/02/2015,7,GBP,-7165.35,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-141.17,  22B,499886,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-30.93,2.66,-169.44
2/28/15,15/02/2015,5,GBP,1617.5,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,32.02,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,10.51,1.9,44.42
2/28/15,15/02/2015,3,GBP,1556,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,24.9,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,10.11,1.14,36.15
2/28/15,15/02/2015,5,GBP,2518,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,40.29,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,16.31,1.9,58.5
2/28/15,15/02/2015,1,GBP,-267,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,-5.34,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,-1.65,0.38,-6.61
2/28/15,15/02/2015,5,GBP,1510.65,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,27.19,  ZS9,499886,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,6.6,1.9,35.69
2/28/15,15/02/2015,2,GBP,-540.5,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-9.73,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-2.27,0.76,-11.25
2/28/15,15/02/2015,2,GBP,362.68,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,7.18,  83A,4441,Inter-Regional - Foreign - MASTER,5753115499,Credit,Rest,2.41,0.76,10.35
2/28/15,16/02/2015,16,GBP,16641.02,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,299.55,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,72.04,6.08,377.66
2/28/15,16/02/2015,1,GBP,740,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - REST,2,USD 0.0000,0,14.8,  O66,499886,Inter-Regional - Foreign - REST,9332022899,Credit,Rest,3.26,0.38,18.44
2/28/15,17/02/2015,1,GBP,725,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,14.36,  83A,4441,Inter-Regional - Foreign - MASTER,5753115499,Credit,Rest,4.75,0.38,19.49
2/28/15,17/02/2015,15,GBP,6785.72,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,108.57,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,29.41,5.7,143.68
2/28/15,17/02/2015,8,GBP,7354.37,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,136.08,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,47.51,3.04,186.63
2/28/15,17/02/2015,3,GBP,1530,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,28.31,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016799,Credit,Rest,9.94,1.14,39.39
2/28/15,18/02/2015,2,GBP,-500,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-8,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-3.15,0.76,-10.4
2/28/15,19/02/2015,2,GBP,257.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,4.76,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016799,Credit,Rest,1.73,0.76,7.25
2/28/15,19/02/2015,8,GBP,5456.32,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,107.5,  22B,499886,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,23.66,3.04,134.2
2/28/15,19/02/2015,1,GBP,-400,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-7.4,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,-2.51,0.38,-9.53
2/28/15,19/02/2015,6,GBP,2402.5,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,38.44,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,15.57,2.28,56.29
2/28/15,20/02/2015,13,GBP,3401,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,61.22,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,14.77,4.94,80.93
2/28/15,20/02/2015,4,GBP,-1537,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-30.28,  22B,499886,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-6.58,1.52,-35.35
2/28/15,20/02/2015,11,GBP,8463.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,156.59,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,54.67,4.18,215.44
2/28/15,20/02/2015,1,GBP,-350,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-6.3,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-1.45,0.38,-7.37
2/28/15,22/02/2015,5,GBP,3394.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,54.31,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,21.97,1.9,78.18
2/28/15,22/02/2015,11,GBP,5369.95,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,96.68,  ZT1,499886,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,23.29,4.18,124.14
2/28/15,22/02/2015,1,GBP,113.75,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,2.1,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,0.8,0.38,3.28
2/28/15,22/02/2015,1,GBP,285,"""eCommerce""",Clr Mastercard Int,Cl - MC World Emb,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,5.27,  Y96,4441,Inter-Regional - Foreign - MASTER,5235018399,Credit,Rest,1.91,0.38,7.56
2/28/15,23/02/2015,1,GBP,740,"""eCommerce""",Clr VISA Int.,Cl - Visa Corporate,General,Foreign - REST,2,USD 0.0000,0,14.8,  O66,499886,Inter-Regional - Foreign - REST,9332022899,Credit,Rest,3.26,0.38,18.44
2/28/15,24/02/2015,13,GBP,6521.93,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,128.47,  22B,499886,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,28.27,4.94,161.68
2/28/15,24/02/2015,3,GBP,-712.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-13.19,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,-4.53,1.14,-16.58
2/28/15,25/02/2015,1,GBP,78,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,1.25,  O18,499886,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,0.4,0.38,2.03
2/28/15,25/02/2015,1,GBP,-2.16,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Fleet,General,Foreign - MASTER,2,USD 0.0000,0,-0.04,  E37,4441,Inter-Regional - Foreign - MASTER,9009915599,Credit,Rest,0.06,0.38,0.4
2/28/15,25/02/2015,2,GBP,350,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,6.3,  ZS9,499886,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,1.58,0.76,8.64
2/28/15,25/02/2015,10,GBP,5116.25,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,81.86,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,33.08,3.8,118.73
2/28/15,25/02/2015,17,GBP,9392.26,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,169.07,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,40.68,6.45,216.21
2/28/15,26/02/2015,14,GBP,6423.71,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,118.84,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,41.51,5.32,165.67
2/28/15,27/02/2015,1,GBP,200,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,3.94,  18B,499886,Inter-Regional - Foreign - REST,5775116399,Credit,Rest,0.93,0.38,5.25
2/28/15,27/02/2015,1,GBP,475,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,9.41,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,3.14,0.38,12.92
2/28/15,1/2/15,11,GBP,4556.69,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,82.02,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,19.77,4.18,105.97
2/28/15,1/2/15,23,GBP,12502.18,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,200.04,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,54.14,8.73,262.91
2/28/15,1/2/15,4,GBP,1512,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,24.19,  O18,499886,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,6.6,1.52,32.31
2/28/15,1/2/15,3,GBP,1166,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,22.98,  19B,499886,Inter-Regional - Foreign - REST,5776115699,Credit,Rest,5.11,1.14,29.23
2/28/15,1/2/15,6,GBP,1610,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Bus,General,Foreign - MASTER,2,USD 0.0000,0,32.2,  E38,4441,Inter-Regional - Foreign - MASTER,9007933199,Credit,Rest,10.46,2.28,44.94
2/28/15,2/2/15,1,GBP,105.67,"""eCommerce""",Clr VISA Int.,Clearing - Vs Elect.,General,Foreign - REST,1.6,USD 0.0000,0,1.69,  O18,499886,Inter-Regional - Foreign - REST,500058629,Credit,Rest,0.52,0.38,2.59
2/28/15,2/2/15,1,GBP,-146.4,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-2.64,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,-0.57,0.38,-2.83
2/28/15,2/2/15,3,GBP,531.46,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,9.83,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016799,Credit,Rest,3.5,1.14,14.47
2/28/15,3/2/15,5,GBP,5431.5,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,86.9,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,35.11,1.9,123.91
2/28/15,3/2/15,8,GBP,5741.43,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,106.24,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,37.11,3.04,146.39
2/28/15,3/2/15,1,GBP,225,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,4.46,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,1.52,0.38,6.36
2/28/15,5/2/15,2,GBP,-1250,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,-25,  O68,499886,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,-5.34,0.76,-29.58
2/28/15,5/2/15,19,GBP,7683.98,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,122.95,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,33.3,7.21,163.46
2/28/15,6/2/15,6,GBP,1253,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,23.18,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,8.15,2.28,33.61
2/28/15,6/2/15,7,GBP,-2804.43,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-44.87,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-12.07,2.66,-54.28
2/28/15,9/2/15,32,GBP,14869.19,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,237.91,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,64.37,12.15,314.43
2/28/15,9/2/15,1,GBP,-200,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,-4,  O68,499886,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,-0.8,0.38,-4.42
2/28/15,9/2/15,1,GBP,-150,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-2.4,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-0.59,0.38,-2.61
2/28/15,10/2/15,27,GBP,9604.38,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,153.68,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,41.6,10.25,205.53
2/28/15,10/2/15,1,GBP,-500,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-9.25,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,-3.15,0.38,-12.02
2/28/15,10/2/15,19,GBP,13687.19,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,246.37,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,59.26,7.21,312.84
2/28/15,11/2/15,2,GBP,-105,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General,Foreign - REST,1.6,USD 0.0000,0,-1.68,  O18,499886,Inter-Regional - Foreign - REST,9325216599,Credit,Rest,-0.39,0.76,-1.31
2/28/15,11/2/15,14,GBP,10267.89,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,202.28,  22B,499886,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,44.47,5.32,252.07
2/28/15,11/2/15,1,GBP,405,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,8.1,  O68,499886,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,1.81,0.38,10.29
2/28/15,11/2/15,3,GBP,337.75,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,6.24,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016799,Credit,Rest,2.25,1.14,9.63
2/28/15,12/2/15,2,GBP,-73.07,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-1.35,  Y96,4441,Inter-Regional - Foreign - MASTER,5235015499,Credit,Rest,-0.4,0.76,-0.99
2/28/15,12/2/15,2,GBP,1395,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,25.81,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016799,Credit,Rest,9.07,0.76,35.64
2/28/15,12/2/15,2,GBP,-361.63,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,-5.79,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,-2.26,0.76,-7.29
2/28/15,12/2/15,8,GBP,5549.76,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,99.89,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,24.07,3.04,126.99
2/28/15,12/2/15,3,GBP,1234.75,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,24.45,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,8.04,1.14,33.63
2/28/15,12/2/15,1,GBP,150,"""eCommerce""",Clr VISA Int.,Cl - Visa Business,General,Foreign - REST,2,USD 0.0000,0,3,  O68,499886,Inter-Regional - Foreign - REST,9370022799,Credit,Rest,0.71,0.38,4.09
2/28/15,13/02/2015,1,GBP,665,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,13.1,  18B,499886,Inter-Regional - Foreign - REST,5775116399,Credit,Rest,2.94,0.38,16.42
2/28/15,15/02/2015,6,GBP,-2721.43,"""eCommerce""",Clr VISA Int.,Clearing - VISA.,General,Foreign - REST,1.6,USD 0.0000,0,-43.54,  O18,499886,Inter-Regional - Foreign - REST,9325210199,Credit,Rest,-11.71,2.28,-52.97
2/28/15,16/02/2015,4,GBP,2419.74,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,47.92,  83A,4441,Inter-Regional - Foreign - MASTER,5753115499,Credit,Rest,15.68,1.52,65.12
2/28/15,16/02/2015,2,GBP,-434,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,-8.55,  22B,499886,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,-1.81,0.76,-9.6
2/28/15,16/02/2015,1,GBP,125,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,2.25,  ZT1,499886,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,0.6,0.38,3.23
2/28/15,16/02/2015,1,GBP,-300,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,-5.94,  83A,4441,Inter-Regional - Foreign - MASTER,5753115499,Credit,Rest,-1.86,0.38,-7.42
2/28/15,16/02/2015,1,GBP,470,"""eCommerce""",Clr VISA Int.,Clearing - Vs Elect.,General,Foreign - REST,1.6,USD 0.0000,0,7.52,  O18,499886,Inter-Regional - Foreign - REST,500058629,Credit,Rest,2.1,0.38,10
2/28/15,16/02/2015,3,GBP,-950,"""eCommerce""",Clr Mastercard Int,Clearing - MAST,General,Foreign - MASTER,1.6,USD 0.0000,0,-15.2,  E18,4441,Inter-Regional - Foreign - MASTER,9003920699,Credit,Rest,-6.06,1.14,-20.12
2/28/15,17/02/2015,4,GBP,2.76,"""eCommerce""",Clr Mastercard Int,Cl - MC Corp/Fleet,General,Foreign - MASTER,2,USD 0.0000,0,0.05,  E37,4441,Inter-Regional - Foreign - MASTER,9009915599,Credit,Rest,0.09,1.52,1.66
2/28/15,17/02/2015,1,GBP,-100,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,-1.8,  ZS9,499886,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,-0.37,0.38,-1.79
2/28/15,17/02/2015,5,GBP,1792.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,28.68,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,11.63,1.9,42.21
2/28/15,17/02/2015,10,GBP,4482.75,"""eCommerce""",Clr VISA Int.,Cl-  Visa Infinite,General/Prm,Foreign - REST,1.8,USD 0.0000,0,80.69,  ZT1,499886,Inter-Regional - Foreign - REST,5633025699,Credit,Rest,19.45,3.8,103.94
2/28/15,17/02/2015,1,GBP,1400,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,25.9,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,9.1,0.38,35.38
2/28/15,18/02/2015,1,GBP,-250,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,-4.95,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,-1.54,0.38,-6.11
2/28/15,18/02/2015,1,GBP,75,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,1.49,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,0.55,0.38,2.42
2/28/15,18/02/2015,1,GBP,-122,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,-2.26,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,-0.72,0.38,-2.6
2/28/15,19/02/2015,1,GBP,817,"""eCommerce""",Clr VISA Int.,Cl - Visa Platinum,General/Prm,Foreign - REST,1.8,USD 0.0000,0,14.71,  ZS9,499886,Inter-Regional - Foreign - REST,5631026599,Credit,Rest,3.6,0.38,18.69
2/28/15,19/02/2015,1,GBP,525,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/Prm,Foreign - MASTER,1.85,USD 0.0000,0,9.71,  Y96,4441,Inter-Regional - Foreign - MASTER,5235016899,Credit,Rest,3.46,0.38,13.55
2/28/15,19/02/2015,1,GBP,81.25,"""eCommerce""",Clr Mastercard Int,Cl - MC World Elite,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,1.61,  83A,4441,Inter-Regional - Foreign - MASTER,5753206899,Credit,Rest,0.6,0.38,2.58
2/28/15,19/02/2015,21,GBP,14625.6,"""eCommerce""",Clr VISA Int.,Cl - Visa Signature,General/Prm,Foreign - REST,1.8,USD 0.0000,0,263.27,  17B,499886,Inter-Regional - Foreign - REST,5774116399,Credit,Rest,63.32,7.97,334.56
2/28/15,19/02/2015,1,GBP,287.5,"""eCommerce""",Clr Mastercard Int,Cl - MC Signia,General/SPrm,Foreign - MASTER,1.98,USD 0.0000,0,5.69,  83A,4441,Inter-Regional - Foreign - MASTER,5753115499,Credit,Rest,1.93,0.38,8
2/28/15,20/02/2015,4,GBP,2037,"""eCommerce""",Clr Mastercard Int,Cl - MC Platinum,General,Foreign - MASTER,1.6,USD 0.0000,0,32.59,  E18,4441,Inter-Regional - Foreign - MASTER,9003926799,Credit,Rest,13.21,1.52,47.32
2/28/15,22/02/2015,1,GBP,-50,"""eCommerce""",Clr Mastercard Int,Cl-MC PrePaid,General,Foreign - MASTER,1.6,USD 0.0000,0,-0.8,  E18,4441,Inter-Regional - Foreign - MASTER,9003923699,Credit,Rest,-0.25,0.38,-0.67
2/28/15,22/02/2015,20,GBP,26414.11,"""eCommerce""",Clr VISA Int.,Cl - Visa Preferred,General/SPrm,Foreign - REST,1.97,USD 0.0000,0,520.38,  22B,499886,Inter-Regional - Foreign - REST,5779116999,Credit,Rest,114.3,7.59,642.28
